,公司代號,出表日期,公司名稱,產業別,當月營收,上月營收
529,3622,1110912,洋華,光電業,82007,112422
530,3645,1110912,達邁,電子零組件業,105511,86481
531,3653,1110912,健策,電子零組件業,1122164,919515
532,3661,1110912,世芯-KY,半導體業,1166107,950674
533,3665,1110912,貿聯-KY,其他電子業,4567275,4953269
534,3669,1110912,圓展,通信網路業,216418,312966
535,3673,1110912,TPK-KY,光電業,9195001,9939817
536,3679,1110912,新至陞,電子零組件業,414153,402394
537,3682,1110912,亞太電,通信網路業,1022246,1034500
538,3686,1110912,達能,半導體業,8132,582
539,3694,1110912,海華,通信網路業,1091212,978354
540,3705,1110912,永信,生技醫療業,556860,537095
541,3706,1110912,神達,電腦及週邊設備業,3822003,4046413
542,3708,1110912,上緯投控,化學工業,814660,679366
543,3712,1110912,永崴投控,電腦及週邊設備業,815793,637229
544,3714,1110912,富采,光電業,2282902,2316152
546,4104,1110912,佳醫,生技醫療業,634672,562980
547,4108,1110912,懷特,生技醫療業,14316,8752
548,4119,1110912,旭富,生技醫療業,124845,49649
549,4133,1110912,亞諾法,生技醫療業,42019,30430
550,4137,1110912,麗豐-KY,生技醫療業,396987,388205
551,4142,1110912,國光生,生技醫療業,109142,277341
552,4148,1110912,全宇生技-KY,生技醫療業,460062,365312
553,4190,1110912,佐登-KY,生技醫療業,216035,200064
554,4426,1110912,利勤,紡織纖維,120036,140625
555,4438,1110912,廣越,紡織纖維,2558539,2473638
556,4439,1110912,冠星-KY,紡織纖維,785447,574542
557,4440,1110912,宜新實業,紡織纖維,135067,126887
558,4532,1110912,瑞智,電機機械,1250912,1519977
559,4536,1110912,拓凱,其他,1128785,865598
560,4540,1110912,全球傳動,電機機械,283229,329530
561,4545,1110912,銘鈺,電子零組件業,192080,243684
562,4551,1110912,智伸科,汽車工業,849739,797410
563,4552,1110912,力達-KY,電機機械,512122,438540
564,4555,1110912,氣立,電機機械,149859,184869
565,4557,1110912,永新-KY,汽車工業,266856,280503
566,4560,1110912,強信-KY,電機機械,154978,161919
567,4562,1110912,穎漢,電機機械,74722,66153
568,4564,1110912,元翎,電機機械,146576,152461
569,4566,1110912,時碩工業,電機機械,477432,406815
570,4571,1110912,鈞興-KY,電機機械,189199,206991
571,4572,1110912,駐龍,電機機械,59544,50043
572,4576,1110912,大銀微系統,電機機械,283578,286237
573,4581,1110912,光隆精密-KY,汽車工業,96181,81784
574,4583,1110912,台灣精銳,電機機械,246306,291708
575,4720,1110912,德淵,化學工業,322875,326494
576,4722,1110912,國精化,化學工業,285783,378792
577,4737,1110912,華廣,生技醫療業,144384,164715
578,4739,1110912,康普,化學工業,680910,797698
579,4746,1110912,台耀,生技醫療業,279054,340174
580,4755,1110912,三福化,化學工業,419269,411234
581,4763,1110912,材料-KY,化學工業,416873,372572
582,4764,1110912,雙鍵,化學工業,226376,227727
583,4766,1110912,南寶,化學工業,1993074,1882912
584,4770,1110912,上品,化學工業,420669,524897
585,4906,1110912,正文,通信網路業,2654839,2300161
586,4912,1110912,聯德控股-KY,電子零組件業,404243,506883
587,4915,1110912,致伸,電子零組件業,7429895,7378112
588,4916,1110912,事欣科,電腦及週邊設備業,246987,177944
589,4919,1110912,新唐,半導體業,3485293,3320548
590,4927,1110912,泰鼎-KY,電子零組件業,1072376,853497
591,4930,1110912,燦星網,電器電纜,628347,681833
592,4934,1110912,太極,光電業,193432,200716
593,4935,1110912,茂林-KY,光電業,1099924,1151695
594,4938,1110912,和碩,電腦及週邊設備業,116036992,107969645
595,4942,1110912,嘉彰,光電業,626796,620510
596,4952,1110912,凌通,半導體業,231324,245525
597,4956,1110912,光鋐,光電業,93380,84421
598,4958,1110912,臻鼎-KY,電子零組件業,16539190,13193571
599,4960,1110912,誠美材,光電業,605699,775995
600,4961,1110912,天鈺,半導體業,1434516,1459047
601,4967,1110912,十銓,半導體業,504585,485816
602,4968,1110912,立積,半導體業,302144,296677
603,4976,1110912,佳凌,光電業,113276,111434
604,4977,1110912,眾達-KY,通信網路業,270184,269941
605,4989,1110912,榮科,電子零組件業,332823,297198
606,4994,1110912,傳奇,資訊服務業,137315,172737
607,4999,1110912,鑫禾,電子零組件業,163123,192571
608,5007,1110912,三星,鋼鐵工業,597907,532636
609,5203,1110912,訊連,資訊服務業,139866,148930
610,5215,1110912,科嘉-KY,電腦及週邊設備業,178597,251151
611,5222,1110912,全訊,半導體業,94635,67102
612,5225,1110912,東科-KY,其他電子業,1403828,1363484
613,5234,1110912,達興材料,光電業,252786,250165
614,5243,1110912,乙盛-KY,光電業,1406940,1270012
615,5244,1110912,弘凱,光電業,68785,62184
616,5258,1110912,虹堡,電腦及週邊設備業,634941,616095
617,5269,1110912,祥碩,半導體業,451057,449339
618,5284,1110912,jpp-KY,其他,164356,157092
619,5285,1110912,界霖,半導體業,547000,557922
620,5388,1110912,中磊,通信網路業,5733889,6006754
621,5434,1110912,崇越,電子通路業,4632104,4621927
622,5469,1110912,瀚宇博,電子零組件業,4139143,4179502
623,5471,1110912,松翰,半導體業,254784,260396
624,5515,1110912,建國,建材營造,387387,453909
625,5519,1110912,隆大,建材營造,959016,273679
626,5521,1110912,工信,建材營造,691127,526120
627,5522,1110912,遠雄,建材營造,1797686,1638958
628,5525,1110912,順天,建材營造,106626,136415
629,5531,1110912,鄉林,建材營造,153713,111951
630,5533,1110912,皇鼎,建材營造,37837,666090
631,5534,1110912,長虹,建材營造,246587,375411
632,5538,1110912,東明-KY,鋼鐵工業,1289253,1247474
633,5607,1110912,遠雄港,航運業,261523,265497
634,5608,1110912,四維航,航運業,620091,680732
635,5871,1110912,中租-KY,其他,7508424,7438078
636,5876,1110912,上海商銀,金融保險業,4582566,4730874
637,5880,1110912,合庫金,金融保險業,4795374,6505321
638,5906,1110912,台南-KY,貿易百貨,189583,169090
639,5907,1110912,大洋-KY,貿易百貨,338121,290923
640,6005,1110912,群益證,金融保險業,959265,927194
641,6024,1110912,群益期,金融保險業,216494,240420
642,6112,1110912,邁達特,資訊服務業,1030595,1099635
643,6115,1110912,鎰勝,電子零組件業,637913,617115
644,6116,1110912,彩晶,光電業,1437876,1355754
645,6117,1110912,迎廣,電腦及週邊設備業,205477,234013
646,6120,1110912,達運,光電業,639192,1378852
647,6128,1110912,上福,電腦及週邊設備業,436810,423073
648,6133,1110912,金橋,電子零組件業,142121,137516
649,6136,1110912,富爾特,通信網路業,40997,36608
650,6139,1110912,亞翔,其他電子業,3350685,3067204
651,6141,1110912,柏承,電子零組件業,258525,282373
652,6142,1110912,友勁,通信網路業,360623,302819
653,6152,1110912,百一,通信網路業,482327,341758
654,6153,1110912,嘉聯益,電子零組件業,1824237,1547536
655,6155,1110912,鈞寶,電子零組件業,63458,69910
656,6164,1110912,華興,光電業,59672,89999
657,6165,1110912,浪凡,其他,265625,242920
658,6166,1110912,凌華,電腦及週邊設備業,1017140,964990
659,6176,1110912,瑞儀,光電業,6052612,5984875
660,6177,1110912,達麗,建材營造,106544,61937
661,6183,1110912,關貿,資訊服務業,194869,160456
662,6184,1110912,大豐電,其他,166828,165923
663,6191,1110912,精成科,電子零組件業,2046695,2054916
664,6192,1110912,巨路,其他電子業,507972,536883
665,6196,1110912,帆宣,其他電子業,4907330,4745747
666,6197,1110912,佳必琪,電子零組件業,404465,392114
667,6201,1110912,亞弘電,其他電子業,284184,227171
668,6202,1110912,盛群,半導體業,469580,495274
669,6205,1110912,詮欣,電子零組件業,135288,143506
670,6209,1110912,今國光,光電業,300256,293524
671,6213,1110912,聯茂,電子零組件業,2055410,2203124
672,6214,1110912,精誠,資訊服務業,2817723,2852649
673,6215,1110912,和椿,其他電子業,134379,175854
674,6216,1110912,居易,通信網路業,47227,56370
675,6225,1110912,天瀚,光電業,2770,2781
676,6226,1110912,光鼎,光電業,67205,69799
677,6230,1110912,尼得科超眾,電腦及週邊設備業,997458,1044790
678,6235,1110912,華孚,電腦及週邊設備業,355633,365363
679,6239,1110912,力成,半導體業,7084719,7683710
680,6243,1110912,迅杰,半導體業,45079,51196
681,6257,1110912,矽格,半導體業,1563234,1657522
682,6269,1110912,台郡,電子零組件業,4142926,3122711
683,6271,1110912,同欣電,半導體業,1263132,1188603
684,6277,1110912,宏正,電腦及週邊設備業,460459,397421
685,6278,1110912,台表科,光電業,5858946,6109530
686,6281,1110912,全國電,電子通路業,1961170,2337918
687,6282,1110912,康舒,電子零組件業,2152244,2062672
688,6285,1110912,啟碁,通信網路業,8539157,8243938
689,6288,1110912,聯嘉,汽車工業,335853,250458
690,6289,1110912,華上,光電業,2021,2247
691,6405,1110912,悅城,光電業,18034,23673
692,6409,1110912,旭隼,其他電子業,2357898,1976858
693,6412,1110912,群電,電子零組件業,3514327,3535141
694,6414,1110912,樺漢,電腦及週邊設備業,10392386,9600256
695,6415,1110912,矽力*-KY,半導體業,1992630,2080677
696,6416,1110912,瑞祺電通,通信網路業,421679,371382
697,6426,1110912,統新,通信網路業,52664,51114
698,6431,1110912,光麗-KY,生技醫療業,35617,38027
699,6438,1110912,迅得,其他電子業,547588,480168
700,6442,1110912,光聖,通信網路業,290621,352830
701,6443,1110912,元晶,光電業,745150,757068
702,6449,1110912,鈺邦,電子零組件業,156244,152497
703,6451,1110912,訊芯-KY,半導體業,596431,477492
704,6456,1110912,GIS-KY,光電業,12094031,10858198
705,6464,1110912,台數科,其他,355117,353787
706,6477,1110912,安集,光電業,360067,265651
707,6491,1110912,晶碩,生技醫療業,506432,457846
708,6504,1110912,南六,其他,513953,450852
709,6505,1110912,台塑化,油電燃氣業,82746460,76588503
710,6515,1110912,穎崴,半導體業,507176,423518
711,6525,1110912,捷敏-KY,半導體業,459152,496251
712,6531,1110912,愛普*,半導體業,382285,405358
713,6533,1110912,晶心科,半導體業,86077,68706
714,6541,1110912,泰福-KY,生技醫療業,3889,571
715,6550,1110912,北極星藥業-KY,生技醫療業,75,269
716,6552,1110912,易華電,半導體業,120246,123586
717,6558,1110912,興能高,其他電子業,100562,116104
718,6579,1110912,研揚,電腦及週邊設備業,652638,642046
719,6581,1110912,鋼聯,其他,218681,167760
720,6582,1110912,申豐,橡膠工業,109334,119802
721,6585,1110912,鼎基,其他,204163,254596
722,6591,1110912,動力-KY,電腦及週邊設備業,72222,94041
723,6592,1110912,和潤企業,其他,1976961,1967486
724,6598,1110912,ABC-KY,生技醫療業,38080,36701
725,6605,1110912,帝寶,汽車工業,1533348,1599572
726,6625,1110912,必應,其他,109432,48517
727,6641,1110912,基士德-KY,其他,157116,143152
728,6655,1110912,科定,其他,228988,208228
729,6666,1110912,羅麗芬-KY,生技醫療業,73077,72048
730,6668,1110912,中揚光,光電業,75657,130284
731,6669,1110912,緯穎,電腦及週邊設備業,26368154,21822682
732,6670,1110912,復盛應用,其他,2645360,2597223
733,6671,1110912,三能-KY,其他,144067,156324
734,6672,1110912,騰輝電子-KY,電子零組件業,393210,397849
735,6674,1110912,鋐寶科技,通信網路業,255536,236304
736,6691,1110912,洋基工程,其他電子業,1258899,1407876
737,6698,1110912,旭暉應材,其他電子業,80114,91363
738,6706,1110912,惠特,光電業,214009,346597
739,6715,1110912,嘉基,電子零組件業,345620,294131
740,6719,1110912,力智,半導體業,512922,553863
741,6743,1110912,安普新,其他電子業,372540,459295
742,6754,1110912,匯僑設計,其他,528750,489318
743,6756,1110912,威鋒電子,半導體業,206136,213250
744,6768,1110912,志強-KY,其他,1845629,1748160
745,6770,1110912,力積電,半導體業,6432678,6733600
746,6776,1110912,展碁國際,電子通路業,1992711,1756354
747,6781,1110912,AES-KY,電子零組件業,1341133,1340817
748,6789,1110912,采鈺,半導體業,719034,805256
749,6790,1110912,永豐實,造紙工業,840132,776555
750,6792,1110912,詠業,通信網路業,106970,113967
751,6796,1110912,晉弘,生技醫療業,42049,36224
752,6799,1110912,來頡,半導體業,86691,102012
753,6806,1110912,森崴能源,其他,189516,117837
754,6807,1110912,峰源-KY,其他,403588,444087
755,6830,1110912,汎銓,其他電子業,156716,162348
756,6834,1110912,天二科技,電子零組件業,75439,86426
757,6854,1110912,錼創科技-KY創,半導體業,37978,37419
758,8011,1110912,台通,通信網路業,156657,133888
759,8016,1110912,矽創,半導體業,1358220,1341235
760,8021,1110912,尖點,其他電子業,290389,284177
761,8028,1110912,昇陽半導體,半導體業,275108,266695
762,8033,1110912,雷虎,其他,105568,89114
763,8039,1110912,台虹,電子零組件業,801306,700704
764,8046,1110912,南電,電子零組件業,5756589,5531701
765,8070,1110912,長華*,電子通路業,1855940,1891503
766,8072,1110912,陞泰,電子通路業,104016,95134
767,8081,1110912,致新,半導體業,567196,624636
768,8101,1110912,華冠,通信網路業,31994,18632
769,8103,1110912,瀚荃,電子零組件業,294269,328303
770,8104,1110912,錸寶,光電業,266751,277014
771,8105,1110912,凌巨,光電業,846983,891233
772,8110,1110912,華東,半導體業,889037,892092
773,8112,1110912,至上,電子通路業,12938594,12283141
774,8114,1110912,振樺電,電腦及週邊設備業,1205735,1100923
775,8131,1110912,福懋科,半導體業,906043,883997
776,8150,1110912,南茂,半導體業,1715097,1947919
777,8163,1110912,達方,電腦及週邊設備業,2612800,2446067
778,8201,1110912,無敵,其他電子業,36224,32269
779,8210,1110912,勤誠,電腦及週邊設備業,1024998,1020710
780,8213,1110912,志超,電子零組件業,1344154,1469415
781,8215,1110912,明基材,光電業,1264800,1271899
782,8222,1110912,寶一,電機機械,47723,41131
783,8249,1110912,菱光,電子零組件業,402047,389201
784,8261,1110912,富鼎,半導體業,287845,333983
785,8271,1110912,宇瞻,半導體業,698115,674479
786,8341,1110912,日友,其他,312497,291676
787,8367,1110912,建新國際,航運業,221253,217977
788,8374,1110912,羅昇,電機機械,294942,331442
789,8404,1110912,百和興業-KY,其他,729430,670082
790,8411,1110912,福貞-KY,其他,1001252,870010
791,8422,1110912,可寧衛,其他,488257,398929
792,8429,1110912,金麗-KY,貿易百貨,21061,24850
793,8438,1110912,昶昕,其他,311069,282123
794,8442,1110912,威宏-KY,其他,742442,772258
795,8443,1110912,阿瘦,貿易百貨,106806,100263
796,8462,1110912,柏文,觀光事業,323006,293742
797,8464,1110912,億豐,其他,2239644,2493171
798,8466,1110912,美吉吉-KY,其他,212267,271446
799,8467,1110912,波力-KY,其他,249059,182053
800,8473,1110912,山林水,其他,459949,328329
801,8478,1110912,東哥遊艇,其他,337509,296568
802,8480,1110912,泰昇-KY,其他,139239,131477
803,8481,1110912,政伸,其他,133388,120095
804,8488,1110912,吉源-KY,其他,389977,361638
805,8926,1110912,台汽電,油電燃氣業,273218,201629
806,8940,1110912,新天地,觀光事業,33790,48444
807,8996,1110912,高力,電機機械,235345,258753
808,9802,1110912,鈺齊-KY,其他,2664237,2091076
809,9902,1110912,台火,其他,2182,18647
810,9905,1110912,大華,其他,977558,941787
811,9906,1110912,欣巴巴,建材營造,96909,361537
812,9907,1110912,統一實,其他,4084329,4242111
813,9910,1110912,豐泰,其他,8780643,8494558
814,9911,1110912,櫻花,其他,647591,667660
815,9912,1110912,偉聯,電腦及週邊設備業,48639,38036
816,9914,1110912,美利達,其他,3021291,3256264
817,9917,1110912,中保科,其他,1300543,1246390
818,9918,1110912,欣天然,油電燃氣業,115715,144160
819,9924,1110912,福興,其他,894986,992611
820,9925,1110912,新保,其他,639183,631362
821,9926,1110912,新海,油電燃氣業,157646,165373
822,9927,1110912,泰銘,其他,790747,781853
823,9928,1110912,中視,其他,66149,72766
824,9929,1110912,秋雨,其他,51266,44423
825,9930,1110912,中聯資源,其他,953660,980550
826,9931,1110912,欣高,油電燃氣業,97643,86467
827,9933,1110912,中鼎,其他,7757743,7859156
828,9935,1110912,慶豐富,其他,415837,472316
829,9937,1110912,全國,油電燃氣業,2173347,2133059
830,9938,1110912,百和,其他,1476959,1340178
831,9939,1110912,宏全,其他,2598183,2360564
832,9940,1110912,信義,其他,919977,1062504
833,9941,1110912,裕融,其他,3201093,3093859
834,9942,1110912,茂順,其他,352730,349111
835,9943,1110912,好樂迪,觀光事業,212912,197756
836,9944,1110912,新麗,其他,179660,231139
837,9955,1110912,佳龍,其他,81881,85625
838,9958,1110912,世紀鋼,鋼鐵工業,757968,651699
